OBJECTID,ID,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,ObservationDate_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_baseline,NOTES_baseline,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials_2023,EditDate,Editor,SHADE,ORNAMENTAL,EVERGREEN,LONGITUDE,LATITUDE,POINT_X,POINT_Y,Scientific.Name
667,3741,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.14,4.5,0.8,4.5,9,3.916666667,Alive,N,1,Good,  ,,SY,SFR-D,3.7,54,2.2,54,16.4,4.1,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176529.2132,896122.9625,-71.78470948,42.3152399,Thuja occidentalis
668,3742,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1,4.5,1.1,4.5,8.916666667,4.083333333,Alive,N,1,Good,  ,,SY,SFR-D,4,40,1.4,40,15,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176547.0151,896132.8738,-71.78449394,42.31532966,Thuja occidentalis
669,3743,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.28,4.5,1.13,4.5,10.16666667,4.416666667,Alive,N,1,Good,  ,,SY,SFR-D,4,54,3.7,54,20,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176549.3596,896133.363,-71.78446552,42.31533414,Thuja occidentalis
670,3744,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.43,4.5,0,,9,4.833333333,Alive,N,1,Good,  ,,SY,SFR-D,4.3,30,0,0,15.5,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176537.8793,896127.3731,-71.78460454,42.31527987,Thuja occidentalis
671,3745,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,2.01,4.5,0,,11.16666667,4.083333333,Alive,N,1,Good,  ,,SY,SFR-D,3.1,54,2.6,54,14.9,4.2,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176525.8093,896120.6025,-71.78475068,42.31521855,Thuja occidentalis
672,3746,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.45,4.5,0,,10.16666667,4.708333333,Alive,N,1,Good,  ,,SY,SFR-D,3.8,54,2,54,16,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176532.5018,896124.8271,-71.78466967,42.31525678,Thuja occidentalis
673,3747,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.44,4.5,0,,9.833333333,4.916666667,Alive,N,1,Good,  ,,SY,SFR-D,2.5,54,2.2,54,14,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176545.5153,896131.7766,-71.78451209,42.31531974,Thuja occidentalis
674,3748,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.6,4.5,0,,10.25,4.291666667,Alive,N,1,Good,  ,,SY,SFR-D,3.3,54,2.6,54,16,4.1,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176526.803,896121.0696,-71.78473864,42.31522278,Thuja occidentalis
675,3749,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.39,4.5,1.3,4.5,9.583333333,5.083333333,Alive,N,1,Good,  ,,SY,SFR-D,3.1,54,2.4,54,19.5,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176542.2477,896130.606,-71.78455168,42.3153091,Thuja occidentalis
676,3750,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.45,4.5,0,,10,4.541666667,Alive,N,1,Good,  ,,SY,SFR-D,4.9,54,0,0,17,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176530.5365,896123.7816,-71.78469347,42.31524731,Thuja occidentalis
677,3751,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.44,4.5,0,,9,5.416666667,Alive,N,1,Good,  ,,SY,SFR-D,3.9,38,2,38,14,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176539.648,896128.2178,-71.78458312,42.31528752,Thuja occidentalis
678,3752,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.18,4.5,0.78,4.5,8.25,3.916666667,Alive,N,1,Good,  ,,SY,SFR-D,2.2,54,1.5,54,14,4,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176541.3291,896129.7095,-71.78456279,42.315301,Thuja occidentalis
679,3753,American Arborvitae,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,1.02,4.5,0,,8.25,4.5,Alive,N,1,Good,  ,,SY,SFR-D,2.5,54,2.5,54,13,5.5,Alive,0,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,0,1,176523.3557,896119.3709,-71.78478039,42.31520739,Thuja occidentalis
680,3754,Sargent Cherry,SAINT NICHOLAS AVE,11,Worcester,Fall 2010,6/19/2015,Front Yard,Single Family,0,,0,,0,0,Removed/Missing,,,,  ,,FY,SFR-D,12.5,41,0,0,21.4,28.5,Alive,1,1,Good,,JA AP CK,6/27/2023,JaAndrews_clarku,0,1,0,176525.3798,896115.2621,-71.78475567,42.31517046,Prunus sargentii
681,4023,Kousa Dogwood,STRATTON RD,18,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,5.2,18,0,0,11.2,14,Alive,0,1,Good,,AR NG,6/14/2023,ARichmondCrosset_clarku,0,1,0,176706.4017,894765.0061,-71.78250558,42.30301975,Cornus kousa
682,4024,Sargent Cherry,STRATTON RD,18,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,5.6,38,0,0,17.2,16,Alive,0,1,Good,"Actually a cherry plum, not sergeant cherry",AR NG,6/14/2023,ARichmondCrosset_clarku,0,1,0,176726.3713,894761.4386,-71.78226324,42.30298823,Prunus sargentii
683,4063,Honeylocust,TACOMA ST,156,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,MP,MFR,9.3,54,0,0,22.5,34,Alive,0,1,Good,Fenced in next to playground. Unaccessible,KSJARC,6/29/2023,racolon_clarku,1,0,0,177571.5305,895142.4016,-71.77202794,42.3064427,Gleditsia
684,4064,Ginkgo,THORNDYKE RD,16,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alive,NA,NA,NA,  ,,BY,SFR-D,3.9,54,0,0,20,18,Alive,0,1,Fair,,KS TH,6/15/2023,THonnef_clarku,1,0,0,176223.8673,894630.339,-71.78835221,42.30179282,Ginkgo biloba
685,4065,Japanese Tree Lilac,THORNDYKE RD,37,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,24,0,Alive,0,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176342.3188,894717.5298,-71.78691922,42.30258139,Syringa reticulata
686,4066,Japanese Tree Lilac,THORNDYKE RD,37,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,21.5,0,Alive,1,1,Good,,AN AR,6/27/2023,ANelson_clarku,0,1,0,176341.8722,894720.7583,-71.78692477,42.30261044,Syringa reticulata
687,4075,Littleleaf Linden,THORNTON RD,4,Worcester,Fall 2010,6/25/2015,Front Yard,Single-Family,3.2,,0,,13.83333333,9,Alive,,1,Good,  ,,FY,SFR-D,7.5,54,0,0,26.5,18.5,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,1,0,0,176010.9799,894090.0233,-71.79091169,42.29692194,Tilia cordata
688,4076,Sargent Cherry,THORNTON RD,4,Worcester,Fall 2010,6/25/2015,Front Yard,Single-Family,3.3,,0,,14.83333333,13,Alive,,1,Good,  ,,FY,SFR-D,9.9,45,0,0,18.8,20,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,1,0,176010.0533,894074.3267,-71.79092228,42.29678059,Prunus sargentii
689,4077,Sargent Cherry,THORNTON RD,4,Worcester,Fall 2010,6/25/2015,Front Yard,Single-Family,2.8,,0,,14.83333333,12.29166667,Alive,,1,Good,  ,,FY,SFR-D,10.4,42,0,0,13.2,22.5,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,1,0,176010.0448,894079.1854,-71.79092259,42.29682434,Prunus sargentii
690,4081,American Arborvitae,THORNTON RD,16,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1.9,0,5,0,11.5,7,Alive,0,1,Good,,CB,7/5/2023,NGeron_clarku,0,0,1,176044.2043,894175.7633,-71.79051233,42.29769486,Thuja occidentalis
691,4082,American Arborvitae,THORNTON RD,16,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,4.2,0,2.1,0,13.8,7,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176035.5601,894176.8914,-71.79061721,42.29770475,Thuja occidentalis
692,4083,American Arborvitae,THORNTON RD,16,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.6,0,2.8,0,12.1,7,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176047.7861,894175.7306,-71.79046889,42.29769468,Thuja occidentalis
693,4084,American Arborvitae,THORNTON RD,16,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,1.9,0,3.1,0,11.1,7,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176040.4362,894176.6067,-71.79055806,42.29770234,Thuja occidentalis
694,4085,American Arborvitae,THORNTON RD,16,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,2.5,0,2.8,0,11.2,8,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,0,1,176051.2099,894175.3487,-71.79042736,42.29769134,Thuja occidentalis
695,4086,Japanese Tree Lilac,THORNTON RD,16,Worcester,Fall 2010,6/25/2015,front yard,single family,2.6,4.5,NA,N/A,23,13.16333333,Alive,Y,1,Good,  ,,FY,SFR-D,5.2,36,0,0,13.4,12.75,Alive,0,1,Good,,AR CB,6/13/2023,CBate_clarku,0,1,0,176018.3289,894184.9077,-71.7908265,42.29777639,Syringa reticulata
696,4087,Crabapple,THORNTON RD,18,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,resident said all trees on property removed,CB AR,6/13/2023,CBate_clarku,0,1,0,176053.6888,894205.5356,-71.79039854,42.29796319,Malus sylvestris 
697,4088,Crabapple,THORNTON RD,18,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,"unable to confirm, resident said all trees on property removed",AR CB,6/13/2023,CBate_clarku,0,1,0,176053.0046,894199.3292,-71.79040658,42.29790729,Malus sylvestris 
698,4090,Dawn Redwood,THORNTON RD,30,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,13.3,0,0,0,31.2,27,Alive,0,1,Good,,CB AR,6/13/2023,CBate_clarku,0,0,1,176035.1872,894348.3202,-71.79062881,42.29924809,Metasequoia glyptostroboides
699,4091,Sargent Cherry,THORNTON RD,30,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,8.6,0,0,0,15,12,Alive,0,2,Poor,"very damaged trunk, branches missing",CB AR,6/13/2023,CBate_clarku,0,1,0,176031.6616,894334.8121,-71.79067101,42.29912637,Prunus sargentii
700,4092,Sargent Cherry,THORNTON RD,30,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,SFR-D,12,0,0,0,16.5,24,Alive,0,1,Good,,CB AR,6/13/2023,CBate_clarku,0,1,0,176031.6888,894342.7854,-71.79067101,42.29919815,Prunus sargentii
701,4104,Kousa Dogwood,TUNIS RD,2,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,APTHRC,6/21/2023,racolon_clarku,0,1,0,175742.4189,896586.7457,-71.79427293,42.31939121,Cornus kousa
702,4105,Serviceberry,TUNIS RD,2,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AP RC TH,6/21/2023,THonnef_clarku,0,1,0,175731.2363,896593.9766,-71.79440889,42.31945596,Amelanchier
703,4115,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176793.8438,894214.9899,-71.78142308,42.29807064,Thuja occidentalis
704,4116,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176793.9969,894219.0757,-71.78142138,42.29810743,Thuja occidentalis
705,4117,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CBCKAS,7/6/2023,ARichmondCrosset_clarku,0,0,1,176789.4679,894235.2141,-71.78147695,42.29825258,Thuja occidentalis
706,4118,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CB CK AS,6/29/2023,CBate_clarku,0,0,1,176791.8829,894227.5277,-71.78144736,42.29818346,Thuja occidentalis
707,4119,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CB CK AS,6/29/2023,CBate_clarku,0,0,1,176793.2965,894222.0124,-71.78142999,42.29813385,Thuja occidentalis
708,4120,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176785.2296,894213.4426,-71.78152748,42.29805645,Thuja occidentalis
709,4121,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CB CK AS,6/29/2023,CBate_clarku,0,0,1,176793.388,894225.3688,-71.78142902,42.29816406,Thuja occidentalis
710,4122,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176787.1478,894214.0999,-71.78150424,42.29806243,Thuja occidentalis
711,4123,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176792.1089,894218.868,-71.78144427,42.2981055,Thuja occidentalis
712,4124,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176790.4132,894216.7796,-71.78146475,42.29808665,Thuja occidentalis
713,4125,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176793.6765,894217.8549,-71.78142522,42.29809643,Thuja occidentalis
714,4126,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176783.7973,894213.2824,-71.78154484,42.29805497,Thuja occidentalis
715,4127,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CBCKAS,7/6/2023,ARichmondCrosset_clarku,0,0,1,176790.3902,894231.9399,-71.78146564,42.29822313,Thuja occidentalis
716,4128,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,,CBARRC,7/6/2023,racolon_clarku,0,0,1,176793.2541,894223.995,-71.78143059,42.29815169,Thuja occidentalis
717,4129,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176791.6619,894229.182,-71.7814501,42.29819834,Thuja occidentalis
718,4130,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,CBCKAS,6/29/2023,CBate_clarku,0,0,1,176788.4241,894238.2032,-71.78148973,42.29827946,Thuja occidentalis
719,4131,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,6/29/2023,ANelson_clarku,0,0,1,176791.1092,894214.02,-71.7814562,42.29806182,Thuja occidentalis
720,4132,Dawn Redwood,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,0,0,0,0,18.2,0,Alive,0,2,Good,"funky looking, was fence",CBCKAS,6/29/2023,ANelson_clarku,0,0,1,176779.0904,894211.4687,-71.78160185,42.2980385,Metasequoia glyptostroboides
721,4133,Japanese Tree Lilac,TYLEE AVE,8,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,3.55,54,0,0,16.2,12.3,Alive,0,1,Good,,CBCKAS,6/29/2023,CBate_clarku,0,1,0,176779.1465,894216.959,-71.78160139,42.29808793,Syringa reticulata
722,4143,Kousa Dogwood,UNCATENA AVE,102,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-A,3.1,18,0,0,9.7,13.75,Alive,0,1,Good,,AP CK RC,6/13/2023,apai_clarku,0,1,0,176747.013,895451.5934,-71.78204058,42.30920219,Cornus kousa
723,4173,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,MFR,6,0,0,0,17,7,Alive,0,1,Good,a few dead leaves,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.4228,894639.0988,-71.79810864,42.30184679,Thuja occidentalis
724,4174,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,2.8,54,2.5,54,18,5,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.6892,894642.4044,-71.79810555,42.30187656,Thuja occidentalis
725,4175,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,MFR,3.5,0,3.3,0,14,8.5,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.4228,894639.0988,-71.79810864,42.30184679,Thuja occidentalis
726,4176,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,3.7,54,2.4,54,19.3,5.5,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.7737,894645.5461,-71.79810466,42.30190485,Thuja occidentalis
727,4177,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,MFR,5.2,0,0,0,20.5,7.5,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.7737,894645.5461,-71.79810466,42.30190485,Thuja occidentalis
728,4178,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,MFR,3.6,0,1.2,0,15.9,6,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.2191,894635.8382,-71.79811098,42.30181743,Thuja occidentalis
729,4179,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,2.7,0,1.2,0,12.9,4.5,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.7737,894645.5461,-71.79810466,42.30190485,Thuja occidentalis
730,4180,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,2.3,0,1.2,0,12,5.67,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.7737,894645.5461,-71.79810466,42.30190485,Thuja occidentalis
731,4181,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,7/6/2023,ANelson_clarku,0,0,1,175419.7737,894645.5461,-71.79810466,42.30190485,Thuja occidentalis
732,4182,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,MFR,6,11,0,0,18,6,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175419.4228,894639.0988,-71.79810864,42.30184679,Thuja occidentalis
733,4185,Japanese Tree Lilac,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,FY,MFR,5.6,49,0,0,20.7,13.5,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,0,1,0,175417.3348,894655.6568,-71.79813467,42.30199579,Syringa reticulata
734,4186,Japanese Tree Lilac,WATSON AVE,13,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,MFR,5.7,53,0,0,17.6,12,Alive,1,1,Fair,,CB AP KS,6/8/2023,CBate_clarku,0,1,0,175417.3348,894655.6568,-71.79813467,42.30199579,Syringa reticulata
735,4187,White Fir,WATSON AVE,13,Worcester,Fall 2010,,back yard,multi-family,2.2,,NA,,19,13.25,Alive,N,1,Good,  ,,BY,MFR,7.4,0,0,0,20,12.5,Alive,0,1,Good,looks really great!!,CB AP KS,6/8/2023,CBate_clarku,0,0,1,175413.1212,894655.6914,-71.79818577,42.30199597,Abies concolor
736,4191,Red Oak,WATSON AVE,18,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,5.7,0,0,0,28.2,17.5,Alive,0,2,Good,,CB AP KS,6/8/2023,CBate_clarku,1,0,0,175460.0521,894589.2753,-71.79761379,42.30139951,Quercus rubra
737,4192,Red Oak,WATSON AVE,18,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,MFR,3.9,0,0,0,25.5,14,Alive,0,1,Good,,CB AP KS,6/8/2023,CBate_clarku,1,0,0,175460.0521,894589.2753,-71.79761379,42.30139951,Quercus rubra
738,4226,Kousa Dogwood,WHITMARSH AVE,67,Worcester,Fall 2010,6/25/2015,Front yard,Single-family,1.32,4.5,0,,10.33333333,5.166666667,Alive,N,1,Fair," curled, dry leaves; no flowers; still staked\ ",,FY,SFR-D,2.7,32,0,0,10,9.33,Alive,1,3,Poor,Surrounded by Norway maples,RC CB TH,6/7/2023,THonnef_clarku,0,1,0,175524.4674,894922.1506,-71.79684664,42.30439836,Cornus kousa
739,4227,Kousa Dogwood,WHITMARSH AVE,67,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,BY,SFR-D,3.1,36,0,0,14.5,17,Alive,1,1,Good,,RC CB TH,6/7/2023,THonnef_clarku,0,1,0,175543.5275,894953.7569,-71.79661681,42.3046835,Cornus kousa
740,4257,Japanese Tree Lilac,WINSTON RD,10,Worcester,Fall 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  ,,SY,SFR-D,6.9,37,0,0,20.4,14.5,Alive,1,1,Good,,CK JA TH,6/26/2023,THonnef_clarku,0,1,0,176453.6575,896573.6773,-71.78564431,42.31929532,Syringa reticulata
