OBJECTID,ID,OID_,SPECIES,STREET,HOUSE_NUMBER,TOWN,SEASON_PLANTED,Observation_Date_baseline,SiteType_baseline,LandUse_baseline,DBH_baseline,DBH_Height_baseline,DBH2_baseline,DBH2_Height_baseline,Height_baseline,Width_baseline,Mortality_baseline,BasalSprouts_baseline,Vigor_baseline,Condition_baseline,Comments_1,Comments_2,Comments_3,NOTES,SiteType_2023,LandUse_2023,DBH_2023,DBH_Height_2023,DBH2_2023,DBH2_Height_2023,Height_2023,Width_2023,Mortality_2023,BasalSprouts_2023,Vigor_2023,Condition_2023,Comments_2023,Crew_Initials,SHADE,ORNAMENTAL,EVERGREEN,EditDate,Editor,x,y,Scientific.Name
703,4115,8695,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
704,4116,8700,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
705,4117,8707,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,7/6/2023,ARichmondCrosset_clarku,,,Thuja occidentalis
706,4118,8704,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb, ck, as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
707,4119,8701,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb, ck, as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
708,4120,8692,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
709,4121,8703,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb, ck, as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
710,4122,8694,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
711,4123,8699,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
712,4124,8696,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
713,4125,8698,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
714,4126,8691,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
715,4127,8706,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,7/6/2023,ARichmondCrosset_clarku,,,Thuja occidentalis
716,4128,8702,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,,Cbarrc,0,0,1,7/6/2023,racolon_clarku,,,Thuja occidentalis
717,4129,8705,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
718,4130,8708,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,fence,"cb,ck,as",0,0,1,6/29/2023,CBate_clarku,,,Thuja occidentalis
719,4131,8693,American Arborvitae,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Alive,0,1,Good,Unable to access,AN CB CK,0,0,1,6/29/2023,ANelson_clarku,,,Thuja occidentalis
720,4132,8690,Dawn Redwood,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,18.2,0,Alive,0,2,Good,"funky looking, was fence","cb,ck,as",0,0,1,6/29/2023,ANelson_clarku,,,Metasequoia glyptostroboides
721,4133,8697,Japanese Tree Lilac,TYLEE AVE,8,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,3.55,54,0,0,16.2,12.3,Alive,0,1,Good,,"cb,ck,as",0,1,0,6/29/2023,CBate_clarku,,,Syringa reticulata
722,4143,8767,Kousa Dogwood,UNCATENA AVE,102,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-A,3.1,18,0,0,9.7,13.75,Alive,0,1,Good,,AP CK RC,0,1,0,6/13/2023,apai_clarku,,,Cornus kousa
723,4173,8981,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,MFR,6,0,0,0,17,7,Alive,0,1,Good,a few dead leaves,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
724,4174,8983,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,2.8,54,2.5,54,18,5,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
725,4175,8982,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,MFR,3.5,0,3.3,0,14,8.5,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
726,4176,8986,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,3.7,54,2.4,54,19.3,5.5,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
727,4177,8987,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,MFR,5.2,0,0,0,20.5,7.5,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
728,4178,8979,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,MFR,3.6,0,1.2,0,15.9,6,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
729,4179,8985,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,2.7,0,1.2,0,12.9,4.5,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
730,4180,8988,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,2.3,0,1.2,0,12,5.67,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
731,4181,8984,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,0,0,0,0,0,0,Removed,0,0,,,AN JA CK,0,0,1,7/6/2023,ANelson_clarku,,,Thuja occidentalis
732,4182,8980,American Arborvitae,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,MFR,6,11,0,0,18,6,Alive,0,1,Good,,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Thuja occidentalis
733,4185,8989,Japanese Tree Lilac,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,MFR,5.6,49,0,0,20.7,13.5,Alive,0,1,Good,,"cb, ap, ks",0,1,0,6/8/2023,CBate_clarku,,,Syringa reticulata
734,4186,8990,Japanese Tree Lilac,WATSON AVE,13,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,MFR,5.7,53,0,0,17.6,12,Alive,1,1,Fair,,"cb, ap, ks",0,1,0,6/8/2023,CBate_clarku,,,Syringa reticulata
735,4187,8991,White Fir,WATSON AVE,13,Worcester,Fall 2010,,back yard,multi-family,2.2,,NA,,19,13.25,Alive,N,1-25%,Good,,,,,BY,MFR,7.4,0,0,0,20,12.5,Alive,0,1,Good,looks really great!!,"cb, ap, ks",0,0,1,6/8/2023,CBate_clarku,,,Abies concolor
736,4191,8976,Red Oak,WATSON AVE,18,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,5.7,0,0,0,28.2,17.5,Alive,0,2,Good,,"cb, ap, ks",1,0,0,6/8/2023,CBate_clarku,,,Quercus rubra
737,4192,8977,Red Oak,WATSON AVE,18,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,MFR,3.9,0,0,0,25.5,14,Alive,0,1,Good,,"cb, ap, ks",1,0,0,6/8/2023,CBate_clarku,,,Quercus rubra
738,4226,9116,Kousa Dogwood,WHITMARSH AVE,67,Worcester,Fall 2010,6/25/2015,Front yard,Single-family,1.32,4.5,0,,10.33333333,5.166666667,Alive,N,1-25%,Fair,,"curled, dry leaves; no flowers; still staked\",,,FY,SFR-D,2.7,32,0,0,10,9.33,Alive,1,3,Poor,Surrounded by Norway maples,"RC, CB, TH",0,1,0,6/7/2023,THonnef_clarku,,,Cornus kousa
739,4227,9122,Kousa Dogwood,WHITMARSH AVE,67,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.1,36,0,0,14.5,17,Alive,1,1,Good,,"RC, CB, TH",0,1,0,6/7/2023,THonnef_clarku,,,Cornus kousa
740,4257,9201,Japanese Tree Lilac,WINSTON RD,10,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,6.9,37,0,0,20.4,14.5,Alive,1,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Syringa reticulata
741,4258,9202,Japanese Tree Lilac,WINSTON RD,10,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.7,27,0,0,16.8,16,Alive,0,1,Good,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Syringa reticulata
742,4259,9199,Sargent Cherry,WINSTON RD,10,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,12,24,0,0,16.8,24,Alive,0,2,Fair,,"CK, JA, TH",0,1,0,6/26/2023,THonnef_clarku,,,Prunus sargentii
743,4260,9200,White Fir,WINSTON RD,10,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"CK, JA, TH",0,0,1,6/26/2023,THonnef_clarku,,,Abies concolor
744,4261,9280,Japanese Tree Lilac,WOODRIDGE RD,9,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5,52,0,0,19,14,Alive,0,1,Good,Single family,"CB, TH, RC",0,1,0,6/7/2023,THonnef_clarku,,,Syringa reticulata
745,4262,9284,Crabapple,WOODRIDGE RD,12,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,11.9,40,0,0,18.8,30.5,Alive,0,2,Good,Unsure that this is a crabapple,"CB, TH, RC",0,1,0,7/6/2023,racolon_clarku,,,Malus sylvestris 
746,4263,9285,Honeylocust,WOODRIDGE RD,12,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,6.7,54,0,0,27.4,31.25,Alive,0,3,Fair,Two in backyard - measured the right on right of shed,"CB, TH, RC",1,0,0,6/7/2023,THonnef_clarku,,,Gleditsia
747,4264,9287,Kousa Dogwood,WOODRIDGE RD,12,Worcester,Fall 2010,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"cb, rc, ar",0,1,0,7/6/2023,CBate_clarku,,,Cornus kousa
748,10364,5088,Tulip,MALDEN ST,120,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Unknown,0,0,,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Liriodendron
749,10368,2970,Dawn Redwood,FRANCIS ST,49,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,MFR,0,0,0,0,0,0,Removed,0,0,,,"CK, an, rc",0,0,1,6/8/2023,CKluchman_clarku,,,Metasequoia glyptostroboides
750,10398,9105,Blackgum,WHISPERING PINE CIR,1,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MP,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AN NG,1,0,0,6/22/2023,ANelson_clarku,,,Nyssa sylvatica
751,10399,9104,Honeylocust,WHISPERING PINE CIR,1,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MP,SFR-A,7.2,27,0,0,22.9,20.5,Alive,0,1,Fair,"Burning bush growing at base, trunk being girdled by bittersweet also growing over the whole of the tree",AN NG,1,0,0,6/22/2023,ANelson_clarku,,,Gleditsia
752,10410,9106,Sweetgum,WHISPERING PINE CIR,1,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MP,SFR-A,0,0,0,0,0,0,Removed,0,0,,,NgAN,1,0,0,6/22/2023,NGeron_clarku,,,Liquidambar styraciflua
753,10411,9103,Sweetgum,WHISPERING PINE CIR,1,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MP,SFR-A,0,0,0,0,0,0,Removed,0,0,,,NgAN,1,0,0,6/22/2023,NGeron_clarku,,,Liquidambar styraciflua
754,10412,9101,Sweetgum,WHISPERING PINE CIR,1,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MP,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AN NG,1,0,0,6/22/2023,ANelson_clarku,,,Liquidambar styraciflua
755,10413,9102,Sweetgum,WHISPERING PINE CIR,1,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,MP,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AN NG,1,0,0,6/22/2023,ANelson_clarku,,,Liquidambar styraciflua
756,10477,9049,Littleleaf Linden,WEST BOYLSTON ST,1255,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,4.7,54,3.1,54,21.6,22,Alive,0,1,Good,,"NG, KS, TH",1,0,0,6/15/2023,THonnef_clarku,,,Tilia cordata
757,10478,9048,Tulip,WEST BOYLSTON ST,1255,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, KS, TH",1,0,0,6/15/2023,THonnef_clarku,,,Liriodendron
758,10479,6254,Hophornbeam,PARK VILLA AVE,10,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,4.2,54,0,0,28.5,18,Alive,0,1,Good,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Ostrya
759,10480,6253,Hornbeam,PARK VILLA AVE,10,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,3.6,54,0,0,29,16.5,Alive,0,1,Good,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Carpinus
760,10481,6255,Tulip,PARK VILLA AVE,10,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,SY,SFR-D,8.5,54,0,0,48,26,Alive,0,1,Good,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Liriodendron
761,10482,5836,Yellowwood,PARK VILLA AVE,10,Worcester,Fall 2011,6/25/2014,Back Yard,Single-family,1,4.5,0,0,10.5,6.5,Alive,N,1-25%,Good,,,,,BY,SFR-D,10.4,54,0,0,32.7,33,Alive,0,1,Good,,Jathrc,1,0,0,6/22/2023,racolon_clarku,,,Cladrastis kentukea
762,10490,1345,Linden,BURNCOAT ST,585,Worcester,Fall 2011,6/25/2014,Front Yard,Single-family,1.4,4.5,0,0,10,5.35,Alive,N,1-25%,Good,Some insect damage on leaf. Girdling/weed whacker damage near base.,,,,FY,SFR-D,8.7,54,0,0,24.5,19,Alive,0,0,Good,,Ng ks,1,0,0,6/22/2023,NGeron_clarku,,,Tilia
763,10491,1346,Tulip,BURNCOAT ST,585,Worcester,Fall 2011,6/25/2014,Front Yard,Single-family,0,0,0,0,0,0,Removed/Missing,N,0,0,,,,,FY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,Ng ks,1,0,0,6/22/2023,NGeron_clarku,,,Liriodendron
764,10520,3075,Blackgum,FRANCIS ST,76,Worcester,Fall 2011,1899-12-30,Unknown,Lots of pruning but looks very good,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,,,,,BY,SFR-D,4.7,54,0,0,18.6,20,Alive,0,1,Good,Lots of pruning,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Nyssa sylvatica
765,10521,2965,Kousa Dogwood,FRANCIS ST,76,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,4.7,28,0,0,13.3,14,Alive,0,1,Good,Not flowering like other dogwoods,"NG, TH, AR",0,1,0,6/8/2023,THonnef_clarku,,,Cornus kousa
766,10522,3074,Yellowwood,FRANCIS ST,76,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,8.8,36,0,0,31.6,33,Alive,0,1,Good,Pruning on tree but looks good,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Cladrastis kentukea
767,10523,7280,Yellowwood,SAINT NICHOLAS AVE,312,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH",1,0,0,6/29/2023,THonnef_clarku,,,Cladrastis kentukea
768,10524,7278,Yellowwood,SAINT NICHOLAS AVE,312,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH",1,0,0,6/29/2023,THonnef_clarku,,,Cladrastis kentukea
769,10525,7281,Yellowwood,SAINT NICHOLAS AVE,312,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH",1,0,0,6/29/2023,THonnef_clarku,,,Cladrastis kentukea
770,10530,1535,Serviceberry,BURNCOAT ST,356,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,FY,SFR-D,3.9,22,1.6,22,13,15.5,Alive,0,1,Good,,"TH, NG, AR",0,1,0,6/8/2023,THonnef_clarku,,,Amelanchier
771,10534,3303,Cherry,GREENDALE AVE,45,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,7,54,0,0,17,16.5,Alive,0,1,Poor,"french brace nailed to tree, little black bugs on leaves, trunk damage","cb, ck, ar",0,1,0,6/6/2023,CBate_clarku,,,Prunus
772,10535,3304,Cherry,GREENDALE AVE,45,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Stump,0,0,,,"cb, ck, ar",0,1,0,6/6/2023,CBate_clarku,,,Prunus
773,10536,3306,Littleleaf Linden,GREENDALE AVE,45,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,6.2,54,0,0,26.3,18.5,Alive,0,1,Good,,"cb, ck, ar",1,0,0,6/6/2023,CBate_clarku,,,Tilia cordata
774,10537,3305,Littleleaf Linden,GREENDALE AVE,45,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,5.1,54,0,0,25.3,17,Alive,0,1,Good,animal dug hole at base of tree,"cb, ck, ar",1,0,0,6/6/2023,CBate_clarku,,,Tilia cordata
775,10568,3158,Linden,GARRISON AVE,56,Worcester,Fall 2011,7/18/2015,Back yard,Single-family,1.3,,0,,10.5,6.666666667,Alive,N,1-25%,Good,,,,,BY,SFR-A,0,0,0,0,0,0,Removed,0,0,,,AR AP,1,0,0,6/29/2023,apai_clarku,,,Tilia
776,10569,3156,Linden,GARRISON AVE,56,Worcester,Fall 2011,7/18/2015,Back yard,Single-family,1.7,,0,,12.5,8.791666667,Alive,Y,1-25%,Good,,"Strange trunk/bark, deformity; holes in leaves",,,BY,SFR-A,7.3,54,0,0,29.8,22,Alive,1,1,Good,,AR AP,1,0,0,6/29/2023,apai_clarku,,,Tilia
777,10570,3159,Sweetgum,GARRISON AVE,56,Worcester,Fall 2011,7/18/2015,Back yard,Single-family,1.53,,0,,12,5.208333333,Alive,N,1-25%,Good,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,AR AP,1,0,0,6/29/2023,apai_clarku,,,Liquidambar styraciflua
778,10571,3077,Sweetgum,FRANCIS ST,92,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Liquidambar styraciflua
779,10572,3076,Sweetgum,FRANCIS ST,92,Worcester,Fall 2011,1899-12-30,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,BY,SFR-D,0,0,0,0,0,0,Removed,0,0,,,"NG, TH, AR",1,0,0,6/8/2023,THonnef_clarku,,,Liquidambar styraciflua
780,10579,3269,Honeylocust,GRANVILLE AVE,31,Worcester,Fall 2011,6/23/2015,Back Yard,Single-Family,2.06,,0,,14.33333333,12.5,Alive,No,1-25%,Good,,Back left side of yard,,,BY,SFR-D,8.6,54,0,0,24.1,24.9,Alive,0,2,Fair,In backyard not front yard,"AP, KS",1,0,0,6/6/2023,THonnef_clarku,,,Gleditsia
781,10580,3268,Hophornbeam,GRANVILLE AVE,31,Worcester,Fall 2011,6/23/2015,Front Yard,Single-Family,0.87,,0,,8.25,4.708333333,Alive,No,1-25%,Good,,"Front yard, small, not sure if they were replaced and these are the new ones; weed whacker damage",,,FY,SFR-D,4.6,27,0,0,11,14.4,Alive,1,2,Fair,"Insect damage at base, near garage","AN, TH, AR",1,0,0,6/6/2023,THonnef_clarku,,,Ostrya
